relative_path,size_bytes,sha256
.zenodo.json,2147,af44fdc6387822bc14bce041353e6f220ce2a14a66a91e9d5cf57d532ad4ea8b
CITATION.cff,1438,354c541e867e1c5d2e97976956d8db58e90a95e8c3ed230260fb86b432d0f742
data/analysis/WP9_8_R1_AUTHOR_VERIFIED_ANALYSIS_CORE.csv,303584,2a0e95da52b3bb0a2b8f4022b61904af41d42ef72ba6811fe5f745c35b1ae931
data/analysis/WP9_8_R1_AUTHOR_VERIFIED_FIELD_OVERRIDES.csv,25699,4fd347173c6bc2b93c4d141234a528a6c63ab2aefa6c47b4ee2d71012f76f879
data/analysis/WP9_8_R1_AUTHOR_VERIFIED_METHOD_MAPPINGS.csv,4112,0354b311b5d345c2a412622416eddf54185b0ace2dd34a05e5df0b77061b85ee
data/analysis/WP9_8_R1_DECISION_EVIDENCE_PROFILES.csv,8961,cb96d60dbb0be67a32a7ebf654d82cd3742bfd65f76a95a705aeab3c70699db4
data/analysis/WP9_8_R1_EVIDENCE_REGIME_PROFILES.csv,9029,37021f9d2d46aa83a5d9fb3956a3b3f2e781beed379e18d379e83246fc866302
data/analysis/WP9_8_R1_METHOD_FAMILY_MAPPING.csv,44961,91d56dc288ae21d844878769fd991b77815e14a3f76e2f6fae565e8c1ac7f962
data/analysis/WP9_8_R1_SENSITIVITY_ANALYSIS_RESULTS.csv,252588,0896f38cbacc119cfa97acd767a3e863925b480472fb77efee756278cbf46bd1
data/analysis/WP9_8_R1_VALIDATION_OUTCOME_PROFILES.csv,29715,b5234664b58141a73a635044c6e7d975a730ab7d824471732990efb34f24199e
data/FigS01_record_disposition.pdf,67627,24947a0cc4f23df75fedce160f9a2ef1055b469e9ef34093b2007a316d40ec89
data/FigS01_record_disposition.png,481074,08ba556d64ae7587ecccd996f210c6b02d9278a1025739aa8acfcfd2eee25e20
data/FigS01_record_disposition.svg,11676,03a609dc3101e3fad133986f0279ce244b7c0001313ae4775955358c184f6e17
data/FigS02_plot_data.csv,8010,ca02221483a62f7c3ad995d48b857ab4fb2e09e26d0e4050de0e6a0071551650
data/FigS02_review_positioning_matrix.pdf,70630,4286c0905c8312dee61a6c78a2fa36b8bb8b3a275d6d7aec1c1de6f032c933bc
data/FigS02_review_positioning_matrix.png,735570,4fe4f0605822a3010bbfa908725733bf2d959f237493cd1a125b801bd4300f66
data/FigS02_review_positioning_matrix.svg,81402,33e701c93ba29084fdbd9cc9cae46377e39a94d33a58b045504d705b7417792f
data/FigS02_review_positioning_matrix.tiff,3925536,5f9f47344159e4ab1ba2e689c3add54856de1d3f7f41f01270a2f65356e25a6c
data/TableS01_main_claim_eligible_core.csv,50867,be1e22a7754028d1093375c198c2964ef9c9b5f5dc60e65d93dbfbf6e7c0b6b6
data/TableS02_decision_evidence_profiles.csv,8170,8746fa8c2ffdf5ab1231d0cf08afd70aabba8565a33888de1c62e3f369a2321c
data/TableS03_validation_outcome_profiles.csv,26535,9eb01a95ae05d45f3c5c9b414f151da700afc8793ab50c1748eca841af5adb4a
data/TableS04_minimum_validation_packages_full.csv,17545,bb9ec4fadab3f4387643441c0c8d2a935aafde45f0c7d08332e08834af245ca7
data/TableS05_field_anchor_summary.csv,12322,eff9af3b0eed416ee96f2fe2d596f7b578954161918c86c80e333af2d2a4d249
data/TableS06_figure_traceability.csv,36061,c0fd796fc8f3014796db6a067771696503ea48d3bb4c7901ed9152abc82fcb10
data/TableS07_master_screening_ledger.csv,129705,819409f04fe36f34323102b1d417883c6de59a0796989eb35dcb9972f5c51b09
data/TableS08_decision_application_crosswalk.csv,36129,ab0d3adfcb2e338d42a78229f35dda7ea93ac8ff50f202e3287eb98d592c62ab
data/TableS09_journal_only_sensitivity.csv,5537,f212bf9364048462cf822aab1d89145fb913fb0a7b42430230d69702e37da1c1
data/TableS09a_publication_status_normalization.csv,17611,28b2a746edce9976f38c13446d39db03aa405bb89f4f74a1e669c9fac669bd96
data/TableS10_update_search_log.csv,6635,bfe63ce898db3184fc2b90c1f8e5fe3a82740730eb0c46c86d759611972cee84
data/TableS11_independent_review_final_matrix.csv,646633,5f12ac6f904a93a35d13adce3a8288c4e957981d06e87854d28aba844e8e0c98
data/TableS12_intercoder_agreement.csv,1470,8b5420bb99480586cde290453985400377040bdf5786987dfa3d2355f7219c9e
data/TableS13_independent_review_summary.csv,1184,a933a08bbabdbeda4530a4304d07b6c9d11291a2b42e0fe4ea1023c4987331c2
data/TableS14_intercoder_confusion_matrix.csv,5686,dbe86ee9b6ccbb52c43872edea74e782901694f9106c8cead321c8e2ce58aca8
data/TableS15_intercoder_reliability_diagnostics.csv,4114,5c2cdfdc6f75419b352e0e27d0c7186a1da047ab01d7b8a97aa63c48f8ef851c
data/TableS16_adjudication_dependence_sensitivity.csv,3181,5c66fde9d3fab21ebabee5012015502fd53d75697b4963c0fca2c6360c42a3b1
data/TableS17_existing_review_comparison.csv,5690,88d6910a9c73ad4d6f9ac9eba4b0c51c50cf17290111badc6a20375226e8626a
data/TableS18_method_family_evidence_obligations.csv,8551,6069f9a3bb3a0ca775fd34d1221bf65f0674c2a3660c8df119c35d60292bcd7e
data/TableS19_geological_context_validation_gaps.csv,2112,7c06b59c6394b34bc93b4cdde88c19d7639d5e51a7966d55819491ef3caec04f
